id,text,label,confidence
133198,NIMH,ORG,(0.6119)
137459,US Department of Agriculture National Institute of Food and Agriculture,ORG,(0.9893)
137459,Hatch Project 1011204,MISC,(0.7626)
137459,Nebraska Agricultural Experiment Station,ORG,(0.9739)
137459,Mindy Anderson Knott,PER,(0.9991)
137459,Alian Kasabian,PER,(0.9949)
137459,Holly Hatton-Bowers,PER,(0.9991)
137459,Brent McBride,PER,(0.9999)
137459,Lindsey Witt-Swanson,PER,(0.9997)
137459,Zainab Rida,PER,(0.9994)
137459,Holly Dingman,PER,(0.9996)
137459,Christina Burger,PER,(0.9998)
137459,Emily Hulse,PER,(1.0)
137459,Suzie Goodell,PER,(0.9999)
137459,Christopher Gustafson,PER,(0.9999)
143122,National Institute of Child Health and Human Development Grant,ORG,(0.9334)
143122,DiLillo,ORG,(0.6076)
143122,Gratz and Messman-Moore,ORG,(0.8502)
143122,Co-Investigators,ORG,(0.888)
143660,Co-Investigators,ORG,(0.888)
146528,Cornell University NSF-IGERT,ORG,(0.76)
146528,NSF Microbial Observatories Program,ORG,(0.5876)
146528,National Research Initiative,ORG,(0.6091)
146528,"USDA Cooperative State Research, Education and Extension Service",ORG,(0.8672)
155493,National Natural Science Foundation of China,ORG,(0.9542)
155493,NCUT,ORG,(0.9814)
155493,The Belt,ORG,(0.6057)
155493,NCUT,ORG,(0.9664)
155493,Yuyou,ORG,(0.4786)
155493,MSIT,ORG,(0.9495)
155493,Ministry of Science and ICT,ORG,(0.965)
155493,Korea,LOC,(0.9992)
155493,ITRC,ORG,(0.9348)
155493,Information Technology Research Center,ORG,(0.7948)
155493,IITP,ORG,(0.9575)
155493,Institute for Information & communications Technology Promotion,ORG,(0.9533)
155493,Beijing New Star Project of Interdisciplinary Science and Technology,ORG,(0.99)
155493,XXJC201709,ORG,(0.8385)
167286,Innovate UK,ORG,(0.7108)
167286,EPSRC,ORG,(0.832)
167286,New Frontiers Fellowship,ORG,(0.8102)
217739,VLSI Design and Education Center,ORG,(0.9931)
217739,VDEC,ORG,(0.9999)
217739,University of Tokyo,ORG,(0.9967)
217739,"Synopsys, Inc",ORG,(0.8216)
217739,JST,ORG,(0.7621)
222640,National Natural Science Foundation of China,ORG,(0.9658)
222640,Nos,ORG,(0.9576)
222640,State Key Laboratory of Software Engineering,ORG,(0.9897)
222640,Natural Science Foundation of Hubei Provincial of China,ORG,(0.8891)
251750,National Science Foundation,ORG,(0.9957)
251750,SES-1346750,ORG,(0.9046)
251750,Social Sciences and Humanities Research Council of Canada,ORG,(0.9363)
251750,Ito Peng,PER,(0.9837)
251750,Minwoo Jung,PER,(0.9638)
350020,State Key Laboratory of Rail Traffic Control and Safety,ORG,(0.9547)
350020,National High Technology Research and Development Program of China,ORG,(0.9805)
350020,Grant No. 2015AA016005,MISC,(0.7106)
350020,Fundamental Research Funds for the Central Universities,ORG,(0.8182)
350020,National Natural Science Foundation of China-Outstanding Youth Foundation,ORG,(0.953)
381867,Japanese Scientific Research,ORG,(0.9553)
381867,Ministry of Education,ORG,(0.9606)
381867,"Culture, Sports, Science, and Technology",ORG,(0.7524)
381867,Yuki Shimizu,PER,(0.9837)
435705,State Key Lab of Ocean Engineering Shanghai Jiao Tong University,ORG,(0.9469)
435705,China National Scientific and Technology Major Project,ORG,(0.9164)
455582,National Key Research and Development Plan,ORG,(0.9819)
455582,National Natural Science Foundation of China,ORG,(0.9667)
455582,Grant Nos,ORG,(0.9108)
455582,Pioneer Initiative,ORG,(0.6119)
455582,Chinese Academy of Sciences,ORG,(0.9868)
455582,Basic Project of National Science and Technology of China,ORG,(0.8196)
460127,National Natural Science Foundation of China,ORG,(0.9678)
460127,NSFC,ORG,(1.0)
460127,Open Fund of State Key Laboratory of Advanced Optical Communication Systems and Networks,ORG,(0.778)
460127,Peking University,ORG,(0.9709)
460127,P.R. China,ORG,(0.5857)
468754,John P. Tully,PER,(0.9968)
468754,Marie Robert,PER,(0.9996)
468754,IOS,ORG,(0.8622)
468754,Michael Arychuk,PER,(0.999)
468754,Angelica Pena,PER,(0.7604)
468754,Nina Nemchek,PER,(0.9821)
468754,Chelsea Stanley,ORG,(0.9905)
468754,Stephane Gauthier,PER,(0.8263)
468754,Natural Sciences and Engineering Research Council of Canada,ORG,(0.9941)
468754,PDT,ORG,(0.957)
468754,National Science Foundation,ORG,(0.9911)
468754,WHOI Ocean Life Institute,ORG,(0.9867)
468754,JWHD,ORG,(0.9805)
481888,National Institute of Health,ORG,(0.9628)
505094,Christian Boedeker,PER,(0.994)
505094,Universita Politecnica delle Marche,ORG,(0.7372)
505094,Australian Biological Resources Study,ORG,(0.9201)
515419,JSPS KAKENHI,ORG,(0.7449)
516762,Spanish,MISC,(0.5447)
516762,Ministry of Economy and Competitiveness,ORG,(0.9007)
516762,SMOG,ORG,(0.7016)
516762,TIN2016-79095-C2-1-R,MISC,(0.7338)
516762,FEDER,ORG,(0.9998)
516762,European Union Horizon 2020,MISC,(0.8082)
516762,Marie Sklodowska-Curie,MISC,(0.5037)
516762,Research Executive Agency,ORG,(0.874)
525822,Estonian Ministry of Science and Education,ORG,(0.8879)
525822,IUT2-13,ORG,(0.9876)
525822,Ehtibar Dzhafarov,PER,(0.992)
525822,Charlie Chubb,PER,(0.9995)
525822,Ehtibar Dzhafarov,PER,(0.9983)
525822,Miguel Garcia-Perez,PER,(0.9996)
547571,National Research Service Award,ORG,(0.8393)
547571,National Institute of Child Health and Human Development to Y.H,ORG,(0.9447)
548620,National Council for Scientific and technological Development,ORG,(0.9777)
548620,CNPq,ORG,(0.9842)
548620,J.L.P. Mourino,ORG,(0.5227)
548620,M.L. Martins,ORG,(0.5936)
548620,Epagri,ORG,(0.7863)
548620,Company of Agricultural Research and Rural Extension,ORG,(0.8041)
548620,Santa Catarina,LOC,(0.8665)
552942,Hugo Santos,PER,(0.9995)
552942,Olga Martinez,PER,(0.9987)
552942,Ricardo Lacerda,PER,(0.9988)
552942,Laura Guimaraes,PER,(0.9782)
552942,Portuguese Science and Technology Foundation,ORG,(0.996)
552942,FCT,ORG,(0.9997)
552942,Virginia Cunha,ORG,(0.6351)
575822,University of the Basque Country,ORG,(0.7971)
575822,Basque,MISC,(0.5157)
575822,John Fell OUP Research Fund,ORG,(0.5805)
590673,FONCyT,ORG,(0.9714)
590673,PICT,ORG,(0.6254)
590673,G.P.,ORG,(0.8956)
590673,C.A. and Ministerio de Ciencia y Tecnologia,ORG,(0.8433)
590673,Gobierno de la Provincia de Cordoba,ORG,(0.6965)
590673,G.P. and CA,ORG,(0.7117)
590673,CONICET to E.C.,ORG,(0.618)
590673,CONICET to D.A.R.,ORG,(0.7103)
590673,Universidad Nacional de Cordoba,ORG,(0.7969)
590673,UNC,ORG,(1.0)
596138,Ministry of Higher Education Malaysia,ORG,(0.9651)
596138,Fundamental Research Grant Scheme,ORG,(0.6711)
596138,FRGS,ORG,(0.9905)
610098,Israel Science Foundation,ORG,(0.914)
610098,Dominique Lamy,PER,(0.9985)
632978,Seed Funding Programme for Basic Research,ORG,(0.9192)
632978,The University of Hong Kong,ORG,(0.9163)
639531,American Psychological Association Society for Military Psychology,ORG,(0.9495)
646550,Research Initiative Grant Scheme,MISC,(0.8226)
646550,RIGS,ORG,(0.9153)
646550,International Islamic University Malaysia,ORG,(0.971)
646550,IIUM,ORG,(0.9976)
660671,A. Torrico,PER,(0.9975)
660671,A. Toriello,PER,(0.9971)
660671,National Science Foundation,ORG,(0.994)
663879,NSF Grant CMMI1560828,ORG,(0.7185)
663879,ONR Grant,ORG,(0.8812)
682672,UK Engineering and Physical Sciences Research Council,ORG,(0.9649)
682672,Science Foundation Ireland,ORG,(0.6732)
682672,European Research Council Advanced Grant-Adaptive Security and Privacy,ORG,(0.9485)
682672,Hannah Marston,PER,(0.959)
682672,Kirstie Ball,PER,(0.9991)
689037,Health Promotion Administration,ORG,(0.9404)
689037,Ministry of Health and Welfare,ORG,(0.9771)
689037,RI,ORG,(0.9955)
689037,Ching-Ju Chiu,ORG,(0.6477)
689037,Taiwan Association of Gerontology and Geriatrics,ORG,(0.9869)
689037,Li-Hui Lin,PER,(0.9963)
699987,Russian Science Foundation,ORG,(0.9592)
699987,Russian Foundation for Basic Research,ORG,(0.9031)
733637,DC,ORG,(0.9734)
733637,Australian Postgraduate Award,MISC,(0.7671)
733637,Australian Research Council,ORG,(0.9964)
733637,DP120104925,ORG,(0.8433)
733637,National Health and Medical Research Council,ORG,(0.9958)
733637,RR,ORG,(0.6201)
733637,KB,ORG,(0.8651)
733637,National Health and Medical Research Council Peter Doherty Early Career Fellow,ORG,(0.8323)
744853,Y. M. Chee,PER,(0.994)
744853,Singapore Ministry of Education,ORG,(0.9861)
744853,H. M. Kiah,PER,(0.9945)
744853,Singapore Ministry of Education,ORG,(0.9845)
744853,Grant MOE2015-T2-2-086,MISC,(0.57)
744853,Singapore Ministry of Education,ORG,(0.9881)
744853,A. Vardy,PER,(0.987)
744853,National Science Foundation,ORG,(0.979)
744853,E. Yaakobi,PER,(0.9669)
744853,Israel Science Foundation,ORG,(0.9932)
744853,Grant,PER,(0.472)
758359,Netherlands Organisation for Scientific Research,ORG,(0.996)
767204,German Research Foundation,ORG,(0.9767)
767204,DFG,ORG,(0.9995)
769607,Huawei Innovation Research Program,ORG,(0.9175)
769607,HIRP,ORG,(0.9897)
769607,NSFC,ORG,(0.9929)
769971,Na Shao,PER,(0.9617)
769971,Lei Zhou,PER,(0.8948)
769971,National Natural Science Foundation of China,ORG,(0.9736)
769971,Central Universities,ORG,(0.8092)
769971,Beijing Sport University,ORG,(0.9958)
786840,Croatian Science Foundation,ORG,(0.9895)
802588,United States Department of Defence,ORG,(0.8278)
802588,DoD,ORG,(0.9997)
802588,Congressionally Directed Medical Research Programs,ORG,(0.9259)
802588,CDMRP,ORG,(0.9997)
819220,Australian Research Council,ORG,(0.9813)
819220,Alex O. Holcombe,PER,(0.9981)
819220,John Templeton Foundation,ORG,(0.8351)
819220,New Agendas for the Study of Time: Connecting the Disciplines,MISC,(0.7691)
819220,Experiment 1,MISC,(0.7979)
819220,Experimental Psychology Conference of Australasia,MISC,(0.9218)
819220,PsyArxiv,ORG,(0.8908)
819220,Teresa Schubert,PER,(0.9963)
819220,Max Coltheart,PER,(0.9977)
819220,Kim Ransley,PER,(0.9992)
819220,Brad Wyble,PER,(0.9999)
819220,Chris Bush,PER,(1.0)
819220,Sachiko Kinoshita,PER,(0.9999)
832399,Han Hong,PER,(0.8974)
832399,Rong Chen,PER,(0.9958)
832399,Jianqing Fan,PER,(0.9653)
832399,David Frazier,PER,(0.9999)
832399,Robert Kohn,PER,(0.9996)
832399,Lung-Fei Lee,PER,(0.9983)
832399,Oliver Linton,PER,(0.9998)
832399,Gael Martin,PER,(0.9999)
832399,Adrian Pagan,PER,(1.0)
832399,Anastasios Panagiotelis,PER,(0.9993)
832399,Scott Sisson,PER,(0.9999)
832399,Yundong Tu,PER,(0.9981)
832399,Aman Ullah,PER,(0.998)
832399,Xibin Zhang,PER,(0.9986)
832399,Australian Research Council Discovery Grants,ORG,(0.8661)
834058,Institut Universitaire de France,ORG,(0.628)
834058,ENVI-Med 2012,MISC,(0.8241)
840403,National Basic Research Program of China,ORG,(0.9628)
840403,973 Program,ORG,(0.6328)
840403,Grant 2013CB328805,MISC,(0.6321)
840403,National Natural Science Foundation of China,ORG,(0.931)
840403,Grant 61272359,MISC,(0.6678)
840403,Fok Ying-Tong Education Foundation for Young Teachers,ORG,(0.8518)
840403,Beijing Municipal Education Commission,ORG,(0.9881)
840403,Peter Tay,PER,(0.9991)
840735,Israel Science Foundation,ORG,(0.9949)
853268,Program of Natural Science Foundation of China,ORG,(0.7409)
853268,Shanghai Science and Technology Development Funds,ORG,(0.9928)
854037,Miroslaw Kowaluk,PER,(0.9971)
854037,Swedish Research Council Grant,ORG,(0.8655)
895002,Scientific Plan Projects,ORG,(0.7075)
895002,China Modern Agricultural Industry Technology System,ORG,(0.9907)
895002,The Control of Parasites Infection on Marine Fish,ORG,(0.8067)
895002,The Oceanic and Fishery Administration of Guangdong Province,ORG,(0.8537)
895002,Anxing Li,PER,(0.788)
898939,National Research Foundation of Korea,ORG,(0.9901)
898939,NRF,ORG,(0.9999)
898939,Grant,ORG,(0.4924)
898939,Korea government,ORG,(0.8812)
898939,MEST,ORG,(0.9573)
898939,Brain Research Program,ORG,(0.7612)
898939,National Research Foundation of Korea,ORG,(0.9303)
898939,Ministry of Science,ORG,(0.9672)
898939,ICT & Future Planning,ORG,(0.7241)
908432,Inge van der Vlies,PER,(0.9998)
908432,Bill Fearnow,PER,(0.9971)
908432,Guangdong Planning Office of Philosophy and Social Science,ORG,(0.9905)
908432,Grant No. GD16CFX0,ORG,(0.6887)
908432,Hong Kong Special Administrative Region Basic Law Committee,ORG,(0.7918)
908432,Standing Committee of NPC,ORG,(0.7274)
921680,Research Council of Norway,ORG,(0.9133)
927605,Singapore National Research Foundation,ORG,(0.9576)
931769,Centre for Health Economics,ORG,(0.9859)
931769,National Institute for Health Services & Delivery Research,ORG,(0.9833)
931769,HS&DR,ORG,(0.8141)
931769,NIHR,ORG,(0.9896)
931769,NHS,ORG,(0.9946)
931769,Department of Health,ORG,(0.9978)
960767,Ministry of education,ORG,(0.6773)
960767,Russian,MISC,(0.71)
960767,Russian,MISC,(0.9982)
963586,JRM,ORG,(0.9989)
963586,AEI,ORG,(0.6662)
963586,FEDER,ORG,(0.9964)
963586,UE,ORG,(0.9792)
963586,Spanish Ministry of Economy and Competitiveness,ORG,(0.8996)
963586,LJDF,ORG,(0.9947)
963586,MG,ORG,(0.9982)
963586,European Union,ORG,(0.9665)
963586,Horizon 2020 Research and Innovation Programme,MISC,(0.8718)
963586,MAGIC,MISC,(0.3904)
963586,Institute of Environmental Science and Technology,ORG,(0.9915)
963586,ICTA,ORG,(1.0)
963586,Spanish Ministry of Economy and Competitiveness,ORG,(0.8744)
963586,Maria de Maeztu,MISC,(0.6764)
963586,Units of Excellence,ORG,(0.7929)
973353,Research Council of Norway,ORG,(0.9099)
973353,ELSA,ORG,(0.976)
973353,Grant No 220609,MISC,(0.7922)
973353,Morten Walloe Tvedt,PER,(0.9963)
973353,Nico Groenendijk,PER,(0.9966)
980773,National Center on Minority Health and Health Disparities,ORG,(0.9316)
986003,National Science Foundation-IOS-1339282,ORG,(0.9092)
986003,Penn State Huck Institutes of the Life Sciences and Human Frontiers in Science Program,ORG,(0.8793)
986003,PCB,ORG,(0.91)
986003,SMA,ORG,(0.9744)
1021559,National University of Singapore Academic Research Fund,ORG,(0.9625)
1033615,Ministry of Education,ORG,(0.9562)
1033615,"Culture, Sports, Science and Technology",ORG,(0.9154)
1033615,Japan,LOC,(0.9941)
1041869,National Natural Science Foundation of China,ORG,(0.9754)
1041869,Yunnan Applied Fundamental Research Project,ORG,(0.8316)
1041869,Grant No. 2016FB104,MISC,(0.7822)
1041869,Yunnan,LOC,(0.9196)
1041869,Grant No. 2017HB005,MISC,(0.7139)
1041869,Yunnan Provincial Science Research Project of the Department of Education,ORG,(0.9133)
1042549,ACA,ORG,(0.9976)
1042549,Nova Southeastern University,ORG,(0.861)
1042549,ACA,ORG,(0.9998)
1042549,James D. Thomas,PER,(0.9997)
1042549,Curtis M. Burney,PER,(0.9968)
1042549,Nova Southeastern University,ORG,(0.9234)
1042549,CAB,ORG,(0.983)
1042549,RKB,ORG,(0.9531)
1042549,USGS,ORG,(0.6121)
1042549,Belize Marine Mammal Stranding Network,ORG,(0.9605)
1042549,Jamal Galves of Sea to Shore Alliance-Belize,MISC,(0.6295)
1042549,Gales Point,LOC,(0.5956)
1042549,Donald W. Ott,PER,(0.9991)
1042549,University of Akron,ORG,(0.9968)
1042549,Tom Frazer,PER,(0.9997)
1042549,University of Florida,ORG,(0.9969)
1042549,Belize Forestry Department,ORG,(0.994)
1042549,U.S. Fish and Wildlife Service,ORG,(0.9424)
1042549,U.S. Geological Survey Sirenia Project,ORG,(0.8322)
1042549,IACUC,ORG,(0.5541)
1042549,USA,LOC,(0.9975)
1042549,CITES,MISC,(0.9344)
1042549,U.S. Government,ORG,(0.7359)
1056981,European Commision FP7-PEOPLE-2013-IAPP 610872,MISC,(0.7182)
1056981,ZIT Life Sciences,ORG,(0.9894)
1069187,G. Eliseikina,PER,(0.9954)
1069187,Russian Foundation for Basic Research,ORG,(0.9416)
1069187,Far Eastern Branch of the Russian Academy of Sciences,ORG,(0.9012)
1084816,Israel National Institute for Health Policy Research,ORG,(0.9912)
1084816,NIHPR,ORG,(0.9999)
1085773,Department of Science and Technology,ORG,(0.9948)
1085773,DST,ORG,(1.0)
1085773,New Delhi,LOC,(0.9959)
1085773,India,LOC,(0.9998)
1124608,Kaohsiung Medical University Hospital,ORG,(0.9452)
1124608,KMUH99-9M26,ORG,(0.9753)
1124608,Kaohsiung Municipal Ta-Tung Hospital,ORG,(0.8786)
1124608,National Health Insurance Research Database,ORG,(0.9505)
1124608,"Bureau of National Health Insurance, Department of Health",ORG,(0.9016)
1124608,National Health Research Institutes,ORG,(0.9798)
1124608,NHIRD-100-100,MISC,(0.415)
1148049,Songhui Lv,PER,(0.9473)
1148049,National Natural Science Foundation of China,ORG,(0.9564)
1148049,State Oceanic Administration Program of China,ORG,(0.9574)
1148049,National Basic Research Program of China,ORG,(0.6708)
1224281,The National Science Foundation,ORG,(0.9312)
1224281,Maine EPSCoR,ORG,(0.7553)
1224281,The University of Maine,ORG,(0.9912)
1224281,USA,LOC,(0.8596)
1224281,George J. Mitchell Center for Sustainability Solutions,ORG,(0.8512)
1224281,University of Maine,ORG,(0.998)
1224281,USA,LOC,(0.9025)
1224281,Maine Agricultural and Forest Experiment Station,ORG,(0.9606)
1224281,University of Maine,ORG,(0.9925)
1224281,USA,LOC,(0.9962)
1234513,CTU,ORG,(0.9309)
1234513,Czech Technical University,ORG,(0.9648)
1234513,Prague,LOC,(0.9982)
1234513,IT4Innovations Centre of Excellence,ORG,(0.8422)
1234513,European Regional Development Fund,ORG,(0.9945)
1234513,Czech Republic,LOC,(0.9889)
1234513,Research and Development for Innovations Operational Programme,ORG,(0.8013)
1234513,Czech Ministry of Education,ORG,(0.905)
1234513,Youth and Sports,ORG,(0.8191)
1234513,Development and Innovations Infrastructures,ORG,(0.8879)
1250580,Sheridan Titman,PER,(0.9963)
1250580,Garry Twite,PER,(0.9942)
1250580,Vietnam International Conference in Finance 2015,MISC,(0.7867)
1250580,Foundation for Science and Technology Development of Ton Duc Thang University,ORG,(0.9069)
1250580,FOSTECT,ORG,(0.9987)
1252018,Fondo Nacional de Desarrollo Cientifico y Tecnologico FONDECYT No 1110087,MISC,(0.8097)
1292008,Zheng Fang,PER,(0.8743)
1292008,Sichuan University,ORG,(0.9815)
1292008,National Natural Science Foundation of China,ORG,(0.9759)
1292008,Youth Foundation for Humanities and Social Sciences,ORG,(0.8913)
1292008,Ministry of Education of China,ORG,(0.9113)
1292008,Central University Fundamental Research Foundation of Sichuan University,ORG,(0.8319)
1297254,Benjamin Gutierrez,PER,(0.9979)
1297254,CONACYT-DAAD,ORG,(0.8842)
1297254,Amin Katouzian,PER,(0.9998)
1297254,Andrew Laine,PER,(0.9996)
1297254,IVUS-Histology,MISC,(0.7843)
1297254,Mattias Heinrich,PER,(0.9989)
1297254,SSC,ORG,(0.986)
1312903,Ariel Cruz,PER,(0.9992)
1312903,CIBNOR,ORG,(0.9983)
1312903,Diana Fischer,PER,(0.9717)
1312903,English,MISC,(0.9999)
1312903,CONACYT,ORG,(0.8592)
1312903,Mexico,LOC,(0.9851)
1315260,European Research Council,ORG,(0.9936)
1315260,ERC,ORG,(1.0)
1315260,European Union,ORG,(0.8926)
1315260,Seventh Framework Programme,MISC,(0.844)
1315260,ERC,ORG,(0.9897)
1338236,Pieter Van Dessel,PER,(0.9249)
1338236,Scientific Research Foundation,ORG,(0.9078)
1338236,Flanders,ORG,(0.9875)
1338236,FWO-Vlaanderen,ORG,(0.9963)
1338236,Jan De Houwer,PER,(0.9884)
1338236,Methusalem Grant BOF09,ORG,(0.9557)
1338236,Ghent University,ORG,(0.9936)
1338236,Interuniversity Attraction Poles Program,MISC,(0.8462)
1338236,Belgian Science Policy Office,ORG,(0.9824)
1338236,IUAPVII,ORG,(0.8306)
1338236,Grant FWO12,ORG,(0.4935)
1338236,ASP,ORG,(0.4834)
1338236,FWO-Vlaanderen,ORG,(0.9777)
1348446,LS,ORG,(0.9851)
1348446,Natural Sciences and Engineering Research Council of Canada,ORG,(0.9883)
1348446,PGSD3,ORG,(0.9938)
1348446,Biology Department,ORG,(0.8666)
1348446,Universidad del Valle,LOC,(0.8629)
1356226,Society for Psychophysiological Research,ORG,(0.8547)
1356226,Firenze,LOC,(0.9998)
1356226,Italy,LOC,(0.9999)
1356226,Alexander Zimprich,PER,(0.9996)
1356226,Fritz Zimprich,PER,(0.984)
1356226,Mikhail Votinov,PER,(0.9963)
1356226,Christoph Huber-Huber,PER,(0.9987)
1356226,Austrian Science Fund,ORG,(0.9843)
1356226,FWF,ORG,(0.9934)
1356226,University of Vienna,ORG,(0.9929)
1356226,SLK,ORG,(0.9916)
1365702,Center of Excellence in Teaching and Learning,ORG,(0.9085)
1365702,CETaL,ORG,(0.9866)
1365702,UTP,ORG,(0.9425)
1367520,NCDS,ORG,(0.6067)
1367520,Centre for Longitudinal Studies,ORG,(0.9926)
1367520,CLS,ORG,(0.9996)
1367520,Institute of Education,ORG,(0.9063)
1367520,Economic and Social Data Service,ORG,(0.7709)
1367520,ESDS,ORG,(0.9728)
1367520,CLS,ORG,(0.9962)
1367520,ESDS,ORG,(0.9963)
1367520,Charlotte Clark,PER,(0.9853)
1367520,Stephen Stansfeld,PER,(0.9997)
1367520,Andrew Pickles,PER,(0.9904)
1367520,British Academy,ORG,(0.9905)
1367520,MD120015,ORG,(0.5483)
1367520,L.A.,LOC,(0.8579)
1367520,R.T.,LOC,(0.2516)
1367520,Newton International,ORG,(0.8784)
1367520,Royal Society,ORG,(0.9769)
1367520,British Academy,ORG,(0.9791)
1369703,US National Science Foundation,ORG,(0.975)
1369703,Long Term Research in Environmental Biology,ORG,(0.9073)
1369703,NOAA Coral Reef Conservation Program,MISC,(0.8823)
1369703,Virgin Islands National Park,ORG,(0.8654)
1369703,D. Brown,PER,(0.9996)
1369703,C. Cameron,PER,(0.9993)
1369703,N.B. Colvard,PER,(0.9974)
1369703,K. Gobbi,PER,(0.9993)
1369703,D. H. Green,PER,(0.9991)
1369703,R. Harrington,PER,(0.9996)
1369703,C. L. M. Ross,PER,(0.9983)
1369703,L. M. Jacobson,PER,(0.9967)
1369703,M. Kolupski,PER,(0.9993)
1369703,E. A. Lenz,PER,(0.9987)
1369703,P. Narwold,PER,(0.9981)
1369703,W. Sears,PER,(0.9948)
1369703,M. Fox,PER,(0.9992)
1369703,N. Przyuski,PER,(0.9997)
1369703,A. Degrood,PER,(0.9995)
1369703,K. Maize,PER,(0.9994)
1369703,K. Day,PER,(0.9971)
1369703,S. Groves,PER,(0.9941)
1369703,V. Powell,PER,(0.9986)
1369703,S. Prosterman,PER,(0.9965)
1369703,Carlton,PER,(0.5148)
1369703,E. Kupriyanova,PER,(0.9941)
1369703,Virgin Islands Environmental Resource Station,ORG,(0.9592)
1369703,California State University,ORG,(0.9105)
1369703,Northridge,LOC,(0.9973)
1434237,Spanish Ministry of Economy and Competitiveness,ORG,(0.9524)
1434237,Grant SEJ2011-28679,ORG,(0.7197)
1434237,"Canarian Agency of Research, Innovation and Knowledge Society",ORG,(0.9505)
1434237,NEUROCOG,ORG,(0.9996)
1434237,Education Department,ORG,(0.8814)
1434237,Cabildo Insular de Tenerife,ORG,(0.9578)
1434237,European Regional Development Funds,ORG,(0.991)
1451557,National Institutes of Mental Health Grant MH100359,ORG,(0.9085)
1451557,National Institute on Alcohol Abuse and Alcoholism,ORG,(0.9399)
1487669,Program Grant 633007,MISC,(0.793)
1487669,Australian National Health and Medical Research Council of Australia,ORG,(0.9869)
1487669,Mark Onslow,PER,(0.9999)
1487669,Ann Packman,PER,(0.9999)
1487669,Ross Menzies,PER,(0.9996)
1615228,Atlantic Innovation Fund,ORG,(0.9687)
1615228,Grant 203162,MISC,(0.674)
1626612,National Natural Science Foundation of China,ORG,(0.9639)
1687934,Li,PER,(0.8484)
1687934,China Scholarship Council,ORG,(0.9948)
1687934,CSC,ORG,(0.9999)
1710813,National Health and Medical Research Council,ORG,(0.9212)
1710813,John Field,PER,(0.999)
1710813,Graeme Tucker,PER,(0.9998)
1710813,Tina Hardin,PER,(0.9996)
1710813,Phil Battista,PER,(0.9992)
1710813,Margaret Clark,PER,(0.9563)
1710813,Royal Adelaide Hospital,LOC,(0.7719)
1713005,Romanian Association for Space Industry and Technology,ORG,(0.9612)
1713005,Military Equipment and Technologies Research Agency,ORG,(0.9674)
1713005,Romanian Ministry of Defence,ORG,(0.8359)
1713005,STAR,ORG,(0.9697)
1713005,Romanian Space Agency,ORG,(0.935)
1730629,VEGA,ORG,(0.4074)
1741568,U.S. Department of Health and Human Services,ORG,(0.984)
1741568,Frank D. Fincham,PER,(0.9994)
1745073,Research Grants Council,ORG,(0.7911)
1745073,Hong Kong Special Administrative Region,ORG,(0.8462)
1745073,China,LOC,(0.9878)
1745073,Project No. CityU,ORG,(0.6864)
1748801,Endo,PER,(0.6439)
1748801,BSKU,ORG,(0.9965)
1748801,G. Shinohara,PER,(0.9988)
1748801,NSMT,ORG,(0.9989)
